Attrition,TotalWorkingYears,Age,JobLevel,YearsInCurrentRole,MonthlyIncome,YearsWithCurrManager,YearsAtCompany,StockOptionLevel,JobInvolvement,OverTime_No,OverTime_Yes,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely
0,5,35,2,2,4601,0,5,0,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,1,28,1,0,1052,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0,9,34,2,2,5484,1,2,1,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,8,40,2,7,8396,5,7,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,7,47,1,2,2105,0,2,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,20,50,3,3,10496,3,4,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,27,1,0,2341,0,1,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,5,45,2,1,4286,0,1,2,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0,10,30,1,4,3761,3,5,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,14,34,3,8,9888,1,14,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,13,41,1,8,2451,8,9,1,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,34,55,5,0,19038,0,1,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,32,50,4,4,17399,3,5,1,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,6,28,1,2,2377,2,2,1,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,9,32,3,8,8998,7,9,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0,6,33,2,0,7104,2,5,0,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,6,25,2,3,4907,4,5,1,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,2,58,1,2,2372,2,2,2,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1,18,51,1,0,2461,7,10,3,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,10,32,1,7,4025,7,8,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
0,12,32,2,8,5010,7,11,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,21,48,4,2,15402,2,3,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,0,27,1,0,1706,0,0,3,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1,4,32,1,2,3730,2,3,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,11,31,2,7,4424,8,11,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,6,43,1,3,2645,4,5,2,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1,1,29,1,0,2319,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,5,28,1,2,2070,4,5,1,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,2,29,1,2,2760,2,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,5,27,1,2,2045,1,4,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,13,31,2,10,4306,12,13,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,22,41,4,16,16595,8,18,1,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,6,24,1,3,3597,2,4,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,16,35,2,13,4312,8,15,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,16,42,2,0,4272,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,14,32,3,8,10400,8,14,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,11,48,3,9,7898,8,10,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,17,36,2,8,6586,11,16,1,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,12,30,2,0,6877,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1,22,40,4,0,13194,0,1,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0,3,33,1,2,2342,2,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
0,12,37,3,3,7428,3,5,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,15,35,2,11,4148,9,14,1,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,17,37,1,12,2115,7,17,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1,8,26,2,7,5828,4,8,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,6,34,2,5,5714,3,6,0,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,7,36,1,0,2835,0,1,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,3,21,1,2,3230,0,3,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,6,29,1,4,2168,3,5,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,13,31,3,7,10793,9,13,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,11,38,2,7,6893,7,7,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,23,54,4,3,17328,4,5,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0,7,33,1,2,2622,1,3,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,2,20,1,2,3033,2,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,36,54,4,9,17779,9,10,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,20,47,2,7,4960,7,7,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,6,34,1,5,4381,3,6,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1,1,22,1,0,2472,0,1,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,19,50,3,11,13269,11,14,3,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,10,31,2,8,5003,7,10,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0,8,38,1,0,2619,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,3,34,1,2,2661,2,2,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,9,38,2,7,6261,7,7,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,17,38,2,7,5980,12,15,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,16,34,4,8,17007,9,14,2,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,14,46,3,7,7314,7,8,3,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,6,40,1,2,3544,0,4,1,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,10,36,2,7,5228,5,9,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1,7,26,1,4,3102,4,6,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,10,38,1,2,4771,3,5,2,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,32,50,5,5,18200,7,32,1,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,4,29,1,3,2389,1,4,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1,6,26,1,1,2148,4,5,0,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,7,40,1,3,3377,2,4,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,24,58,3,0,10552,4,6,1,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,7,36,2,0,6653,0,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0,12,39,2,3,6389,6,8,1,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,6,33,1,2,2799,2,3,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,10,34,2,7,5337,7,10,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,4,27,2,2,4227,2,3,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,18,43,3,7,10820,1,8,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,5,50,1,2,3690,2,3,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,7,28,2,7,6834,7,7,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0,9,40,2,8,3319,7,9,2,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,10,32,3,7,11159,7,7,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,0,18,1,0,1611,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
0,1,35,1,0,1281,0,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0,27,49,4,2,16413,2,4,2,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,8,34,1,2,2579,6,8,2,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
0,7,49,1,2,3580,2,4,1,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,24,46,3,13,10453,7,24,3,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1,1,20,1,0,2600,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1,6,31,1,4,3479,4,5,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0,10,30,2,7,5304,7,8,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,4,32,1,2,2439,2,4,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,26,49,3,2,10965,0,5,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,2,20,1,2,2044,2,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,9,39,3,3,13464,2,4,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,26,53,5,7,18606,7,7,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,9,31,4,2,16422,0,3,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,4,29,1,2,3180,2,3,3,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0,18,42,3,7,13348,7,13,1,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,25,49,4,1,13964,7,7,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,18,36,1,13,2743,14,17,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,8,38,1,2,2821,2,2,1,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0,0,18,1,0,1051,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0,8,38,2,7,4028,5,7,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,26,53,5,13,19094,8,14,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,19,41,2,2,6151,9,19,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0,32,57,4,0,14118,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,7,58,1,0,2479,0,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,10,35,2,8,5204,9,10,0,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,10,32,1,2,3919,7,10,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1,11,33,3,0,8564,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,6,27,1,4,2379,2,5,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0,18,37,2,0,4197,1,1,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1,10,28,3,7,8722,9,10,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,6,35,1,4,4930,4,5,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,23,51,5,18,19537,15,20,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,17,35,3,5,10221,6,8,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,12,46,3,8,8578,7,9,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,10,36,2,9,5673,7,10,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,6,30,1,3,2720,2,5,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,3,22,1,2,2773,2,2,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,8,45,2,3,4850,1,5,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,29,54,4,7,17328,7,20,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,16,34,2,13,4809,10,16,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,7,27,2,7,4105,7,7,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,18,36,2,14,5410,12,16,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,8,26,2,7,5296,7,8,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,21,42,5,0,18303,0,1,0,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,10,34,1,9,2691,8,10,1,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,9,35,3,7,9582,7,8,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,0,18,1,0,1200,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,9,45,3,0,9756,3,5,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,21,1,0,2693,0,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,16,35,3,2,10377,12,13,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,13,39,3,4,10920,5,6,1,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,26,44,5,2,19513,1,2,1,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,1,45,1,0,2274,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,20,41,1,13,4721,17,18,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,16,34,2,1,9725,9,15,1,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,5,40,2,2,4876,2,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,5,40,1,2,2342,3,4,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,4,22,1,2,3375,2,3,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1,20,50,3,2,10854,0,3,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,10,38,3,0,7351,0,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,6,27,2,5,4647,4,6,2,4,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,10,35,2,7,5813,7,10,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,19,38,2,11,4735,9,13,2,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0,9,45,2,7,6632,1,8,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,8,33,2,4,9998,2,5,0,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1,1,31,1,0,1261,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,6,34,2,3,4404,2,4,0,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,1,35,1,0,2404,0,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0,9,36,2,2,5562,2,3,1,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,9,40,3,4,9094,0,5,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,6,35,1,4,4323,4,5,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,10,38,2,7,7625,8,9,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,12,59,1,0,2670,0,1,3,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,22,40,5,7,19436,9,21,1,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,16,47,2,7,5467,7,8,1,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0,10,35,3,8,7295,6,10,2,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,6,24,1,2,3162,4,5,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0,4,38,1,2,2610,3,4,3,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,6,29,1,4,2703,4,5,1,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,6,26,2,3,5326,2,4,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,16,36,2,11,5914,7,13,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,1,32,1,0,2956,0,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,5,34,2,2,4033,2,3,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,18,40,3,2,7945,3,4,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,28,49,5,4,19161,3,5,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
0,31,52,4,2,16555,4,5,0,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,2,32,1,2,2743,2,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0,7,42,2,5,4523,4,6,3,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,9,49,3,8,7654,7,9,2,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,1,21,1,0,2679,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,16,41,2,3,6230,10,14,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1,25,47,4,5,12936,10,23,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1,1,26,1,1,2377,0,1,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,26,52,4,8,17099,8,9,1,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,6,27,1,2,3445,4,6,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,15,37,2,11,4449,7,13,2,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0,6,27,2,2,4298,0,2,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,26,54,4,9,16032,12,14,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,4,42,1,2,2696,0,3,1,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,10,34,2,1,6142,3,5,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,10,32,2,7,4998,7,8,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,21,40,5,7,19626,9,20,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,20,40,3,13,10475,12,18,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0,7,43,1,2,2438,2,3,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0,8,43,1,2,2258,2,3,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0,4,23,1,2,2073,2,2,1,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,28,52,3,4,7969,4,5,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,14,32,3,10,10422,7,14,2,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,4,22,1,2,2328,2,4,1,4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,9,39,2,8,6472,8,9,1,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0,10,39,2,2,5736,2,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,4,31,1,2,3065,3,4,1,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,11,29,3,8,7336,10,11,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,16,44,3,2,10209,2,2,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,10,35,1,0,2258,7,8,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,25,45,5,0,19202,7,24,1,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,9,27,3,7,7412,7,9,0,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1,7,31,1,2,3722,2,2,1,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0,10,35,2,9,3407,8,10,2,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,15,33,1,10,2781,10,14,1,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,2,35,1,2,2376,2,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0,6,32,1,2,2837,1,6,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,7,32,2,2,9907,2,2,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,20,40,3,0,10932,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,4,29,1,2,4787,2,2,3,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,5,27,1,2,3816,4,5,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,3,31,1,2,2791,2,2,1,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
0,9,44,1,2,3708,4,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
0,4,27,1,2,2539,2,4,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,7,26,1,7,2570,7,7,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
0,5,36,1,4,2810,2,5,0,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0,3,26,1,2,2305,2,3,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,34,52,4,6,16856,16,34,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,18,53,2,7,8381,10,14,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1,8,47,2,4,6397,3,5,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0,10,32,2,5,5470,6,9,2,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,6,46,2,2,7991,2,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1,1,24,1,0,1555,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,11,35,3,8,8606,3,11,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,6,28,1,3,3201,4,5,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,7,34,2,0,5121,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
