Attrition,TotalWorkingYears,Age,JobLevel,YearsInCurrentRole,MonthlyIncome,YearsWithCurrManager,YearsAtCompany,StockOptionLevel,JobInvolvement,OverTime_No,OverTime_Yes,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely
1,7,42,1,2,2759,2,2,0,4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,15,38,3,12,13582,11,15,1,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1,6,33,2,2,5324,2,3,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,15,40,2,2,2741,7,7,1,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,10,38,2,8,9924,7,9,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,10,31,3,8,7446,7,10,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1,9,30,2,3,6696,1,6,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0,7,39,1,2,2232,2,3,3,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,9,40,2,8,4661,8,9,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1,2,31,1,2,2610,2,2,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0,4,38,1,3,2440,3,4,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0,10,45,2,8,5906,8,9,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1,10,33,1,8,3348,7,10,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,7,43,1,4,2089,2,5,3,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,11,39,3,6,8237,6,7,1,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,9,42,2,3,5410,2,4,1,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1,1,19,1,0,2325,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,2,31,1,0,2956,0,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,10,28,2,0,4558,8,10,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,21,39,4,9,17123,2,19,2,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,21,39,4,7,12169,5,18,3,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,12,30,1,9,3579,7,11,1,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,1,27,1,1,2566,1,1,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,11,30,2,4,6091,2,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,23,41,5,6,19141,6,21,3,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,5,23,2,3,2272,2,4,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,4,30,1,2,2422,2,3,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0,8,44,1,7,2559,1,8,0,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,4,27,1,3,2478,2,4,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,17,37,2,0,9602,0,3,1,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,12,40,2,3,6513,3,5,1,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,19,48,1,7,2655,7,9,2,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1,4,31,2,2,4559,2,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,12,41,2,2,5467,3,6,2,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,15,35,2,7,8966,7,7,3,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,10,35,1,2,2022,8,10,1,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,10,30,2,2,4627,7,9,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,1,19,1,0,1102,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,5,29,1,0,2451,0,1,2,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,10,35,3,7,8789,8,10,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,3,21,1,2,2174,2,3,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,10,29,1,9,4723,5,10,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,22,49,5,2,18665,2,3,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,14,33,1,8,3143,6,10,1,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,14,34,3,10,11631,8,11,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,8,36,1,1,2153,7,8,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1,2,21,1,2,2625,2,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0,16,54,3,3,13549,3,4,1,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,10,30,2,0,5294,7,7,1,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,5,26,1,4,2368,3,5,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,3,24,1,2,2145,1,2,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,6,44,1,3,2436,2,4,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,17,47,1,5,3420,2,6,1,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,10,31,2,0,5582,8,9,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,9,30,1,3,2097,4,5,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0,9,33,2,7,5968,8,9,3,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,4,32,1,0,2314,2,3,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,13,36,2,2,8847,2,3,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,19,48,2,2,4240,2,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,2,28,1,2,3867,2,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0,7,37,2,5,5993,7,7,1,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,20,49,2,2,6651,2,3,1,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,7,30,1,2,2132,1,5,0,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,6,24,1,3,3760,3,6,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,1,34,1,1,2220,0,1,1,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1,1,28,1,1,2408,0,1,3,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,9,31,3,2,13675,2,2,1,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,16,35,2,15,5208,10,16,0,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,8,36,1,2,2143,4,5,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,7,59,1,0,2177,0,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,24,46,5,1,19328,2,2,1,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,10,35,2,2,4425,2,6,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0,9,38,3,7,8740,7,8,2,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,4,30,2,2,4736,2,2,1,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,11,42,2,3,5265,2,5,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,6,25,1,2,4031,2,2,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,25,45,3,15,10748,4,23,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,13,38,2,3,6288,2,4,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,9,31,2,4,5238,4,5,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1,15,33,3,6,13610,7,7,0,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,12,52,1,4,2950,4,5,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,21,39,5,0,19431,3,6,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0,6,29,1,2,2201,2,3,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,9,34,2,7,4724,2,9,1,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0,23,41,3,14,10447,5,22,1,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,6,35,1,4,4230,3,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,8,28,2,7,4779,5,8,0,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,28,50,5,3,18172,7,8,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
0,14,54,2,1,6854,7,7,1,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,4,34,1,2,3737,2,3,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1,35,1,0,2690,1,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,10,43,2,9,7847,8,10,1,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,14,42,2,0,6781,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,30,49,4,11,13966,12,15,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,16,49,2,11,6567,11,15,0,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,12,55,2,7,5415,8,10,1,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,8,32,2,2,4403,3,5,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,26,47,4,14,16752,0,26,1,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,4,25,2,2,4851,2,3,1,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,2,28,1,2,3441,2,2,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,28,53,4,0,11836,2,2,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,8,27,2,7,6214,7,8,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,18,36,2,14,6201,11,18,1,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,11,47,2,4,4591,2,5,1,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,17,44,2,2,2042,2,3,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0,9,32,2,3,5175,3,5,1,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,4,29,1,2,3983,2,3,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,33,54,3,4,10502,4,5,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0,6,27,1,3,2226,2,5,1,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,2,20,1,2,2323,2,2,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,5,27,1,3,2517,3,5,3,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,10,35,2,6,4014,7,10,1,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,17,42,2,3,5231,3,5,1,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,3,30,1,0,2285,0,1,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,4,32,2,0,4648,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,3,31,1,2,2302,2,3,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,18,42,2,0,2372,0,1,0,4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,5,26,2,3,4684,2,5,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,5,28,2,3,4724,4,5,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,9,34,2,2,8103,1,4,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,10,37,3,8,12185,7,10,3,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,3,58,1,0,2380,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,15,34,2,10,3986,13,15,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,17,46,3,2,9396,3,4,1,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,10,30,1,0,2862,8,10,1,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,21,39,3,6,10880,8,21,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1,6,28,1,1,2367,3,4,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,1,38,1,0,1702,0,1,1,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0,10,32,2,8,5309,7,10,2,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0,5,28,1,3,2144,4,5,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0,10,32,1,2,3433,3,5,1,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1,1,30,1,0,2033,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
0,0,21,1,0,1232,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,22,40,4,7,16823,16,19,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,8,40,2,2,4069,2,2,0,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,10,45,2,7,5769,4,10,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,15,38,2,0,5811,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,20,1,0,2926,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0,10,29,2,5,4193,8,9,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,28,56,5,2,19943,2,5,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,1,27,1,0,2863,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,16,37,3,11,13744,8,16,1,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1,9,34,2,7,6074,6,9,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0,9,54,2,2,4440,4,5,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,12,46,2,3,7379,4,6,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,10,30,2,3,6578,4,10,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,6,32,2,2,4707,2,4,0,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,10,31,2,9,6812,8,10,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,22,1,0,2935,0,1,2,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,14,42,2,0,5087,0,0,2,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,35,55,5,9,19636,4,10,1,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,7,41,1,2,2127,3,4,0,4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,6,44,1,0,2290,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1,3,23,1,2,2275,2,3,1,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
0,1,26,1,0,2061,0,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,5,26,1,2,2373,2,3,1,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,15,36,3,8,8858,8,14,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,6,26,2,3,6272,4,5,2,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,3,28,1,1,2703,2,3,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,7,44,1,2,3162,3,5,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
0,7,37,2,4,6502,1,5,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,2,36,1,0,3388,0,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,0,19,1,0,1675,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,9,39,3,7,9991,7,7,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,5,27,1,3,3041,2,4,1,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
0,36,55,5,6,19586,13,36,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,14,47,3,8,11957,12,13,2,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1,8,26,1,7,2366,7,8,1,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0,25,50,4,2,16880,2,3,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,19,60,3,0,10883,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,29,49,3,7,10466,7,8,2,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,7,37,1,5,3500,3,6,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
0,10,44,1,5,2011,7,10,1,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,7,43,2,7,5675,7,7,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0,12,45,2,2,5399,3,4,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,34,53,3,7,10169,9,33,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,5,33,1,2,3452,2,3,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,10,35,3,2,9362,2,2,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,19,46,2,13,4615,7,16,3,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,17,37,2,0,5163,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,9,39,3,7,7880,7,8,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,8,43,1,4,4876,2,6,1,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,13,59,2,1,5171,5,6,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,10,35,2,7,5363,0,9,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,12,34,1,10,2308,7,11,1,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1,5,35,1,2,3743,2,4,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,2,29,1,2,2297,2,2,2,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
0,5,28,1,2,2154,2,4,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1,4,31,1,2,2321,2,3,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0,5,28,1,2,2080,2,3,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,5,25,2,4,4487,3,5,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,33,51,4,9,14026,10,33,1,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,13,31,3,8,10648,8,13,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,8,40,1,2,2809,2,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,14,43,4,10,17603,11,14,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,1,34,1,0,2972,0,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,16,36,1,13,3210,11,15,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,26,47,4,17,17169,6,20,2,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,2,21,1,2,2070,2,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,12,33,3,6,11878,8,10,2,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
